county,cause,year,count
Marin,Assault (homicide),2001,0
Marin,Assault (homicide),2002,0
Marin,Assault (homicide),2003,0
Marin,Assault (homicide),2004,0
Marin,Assault (homicide),2005,0
Marin,Assault (homicide),2006,0
Marin,Assault (homicide),2007,0
Marin,Assault (homicide),2008,0
Marin,Assault (homicide),2009,0
Marin,Assault (homicide),2010,0
Marin,Assault (homicide),2011,0
Marin,Assault (homicide),2012,0
Marin,Assault (homicide),2013,0
Marin,Assault (homicide),2014,0
Marin,Assault (homicide),2015,0
Marin,Assault (homicide),2016,0
Marin,Assault (homicide),2017,0
Marin,Assault (homicide),2018,0
Marin,Assault (homicide),2019,0
Marin,Assault (homicide),2020,0
Marin,Assault (homicide),2021,0
Marin,Diseases of heart,1989,791
Marin,Diseases of heart,1990,722
Marin,Diseases of heart,1991,872
Marin,Diseases of heart,1992,775
Marin,Diseases of heart,1993,894
Marin,Diseases of heart,1994,882
Marin,Diseases of heart,1995,850
Marin,Diseases of heart,1996,811
Marin,Diseases of heart,1997,846
Marin,Diseases of heart,1998,825
Marin,Diseases of heart,1999,835
Marin,Diseases of heart,2000,824
Marin,Diseases of heart,2001,943
Marin,Diseases of heart,2002,818
Marin,Diseases of heart,2003,869
Marin,Diseases of heart,2004,691
Marin,Diseases of heart,2005,755
Marin,Diseases of heart,2006,731
Marin,Diseases of heart,2007,743
Marin,Diseases of heart,2008,664
Marin,Diseases of heart,2009,618
Marin,Diseases of heart,2010,624
Marin,Diseases of heart,2011,713
Marin,Diseases of heart,2012,725
Marin,Diseases of heart,2013,649
Marin,Diseases of heart,2014,680
Marin,Diseases of heart,2015,762
Marin,Diseases of heart,2016,702
Marin,Diseases of heart,2017,714
Marin,Diseases of heart,2018,671
Marin,Diseases of heart,2019,666
Marin,Diseases of heart,2020,699
Marin,Diseases of heart,2021,672
Marin,Essential hypertension and hypertensive renal disease,1989,0
Marin,Essential hypertension and hypertensive renal disease,1990,0
Marin,Essential hypertension and hypertensive renal disease,1991,0
Marin,Essential hypertension and hypertensive renal disease,1992,0
Marin,Essential hypertension and hypertensive renal disease,1993,0
Marin,Essential hypertension and hypertensive renal disease,1994,0
Marin,Essential hypertension and hypertensive renal disease,1995,0
Marin,Essential hypertension and hypertensive renal disease,1996,0
Marin,Essential hypertension and hypertensive renal disease,1997,0
Marin,Essential hypertension and hypertensive renal disease,1998,0
Marin,Essential hypertension and hypertensive renal disease,1999,0
Marin,Essential hypertension and hypertensive renal disease,2000,0
Marin,Essential hypertension and hypertensive renal disease,2001,0
Marin,Essential hypertension and hypertensive renal disease,2002,0
Marin,Essential hypertension and hypertensive renal disease,2003,0
Marin,Essential hypertension and hypertensive renal disease,2004,0
Marin,Essential hypertension and hypertensive renal disease,2005,0
Marin,Essential hypertension and hypertensive renal disease,2006,0
Marin,Essential hypertension and hypertensive renal disease,2007,0
Marin,Essential hypertension and hypertensive renal disease,2008,0
Marin,Essential hypertension and hypertensive renal disease,2009,0
Marin,Essential hypertension and hypertensive renal disease,2010,0
Marin,Essential hypertension and hypertensive renal disease,2011,0
Marin,Essential hypertension and hypertensive renal disease,2012,0
Marin,Essential hypertension and hypertensive renal disease,2013,0
Marin,Essential hypertension and hypertensive renal disease,2014,0
Marin,Essential hypertension and hypertensive renal disease,2015,0
Marin,Essential hypertension and hypertensive renal disease,2016,0
Marin,Essential hypertension and hypertensive renal disease,2017,0
Marin,Essential hypertension and hypertensive renal disease,2018,0
Marin,Essential hypertension and hypertensive renal disease,2019,0
Marin,Essential hypertension and hypertensive renal disease,2020,19
Marin,Essential hypertension and hypertensive renal disease,2021,0
Marin,Accidents (unintentional injuries),1989,62
Marin,Accidents (unintentional injuries),1990,52
Marin,Accidents (unintentional injuries),1991,0
Marin,Accidents (unintentional injuries),1992,30
Marin,Accidents (unintentional injuries),1993,29
Marin,Accidents (unintentional injuries),1994,0
Marin,Accidents (unintentional injuries),1995,18
Marin,Accidents (unintentional injuries),1996,0
Marin,Accidents (unintentional injuries),1997,0
Marin,Accidents (unintentional injuries),1998,0
Marin,Accidents (unintentional injuries),1999,0
Marin,Accidents (unintentional injuries),2000,0
Marin,Accidents (unintentional injuries),2001,0
Marin,Accidents (unintentional injuries),2002,28
Marin,Accidents (unintentional injuries),2003,19
Marin,Accidents (unintentional injuries),2004,0
Marin,Accidents (unintentional injuries),2005,50
Marin,Accidents (unintentional injuries),2006,0
Marin,Accidents (unintentional injuries),2007,21
Marin,Accidents (unintentional injuries),2008,0
Marin,Accidents (unintentional injuries),2009,44
Marin,Accidents (unintentional injuries),2010,0
Marin,Accidents (unintentional injuries),2011,26
Marin,Accidents (unintentional injuries),2012,112
Marin,Accidents (unintentional injuries),2013,76
Marin,Accidents (unintentional injuries),2014,44
Marin,Accidents (unintentional injuries),2015,54
Marin,Accidents (unintentional injuries),2016,75
Marin,Accidents (unintentional injuries),2017,97
Marin,Accidents (unintentional injuries),2018,77
Marin,Accidents (unintentional injuries),2019,114
Marin,Accidents (unintentional injuries),2020,140
Marin,Accidents (unintentional injuries),2021,167
Marin,Chronic liver disease and cirrhosis,1989,0
Marin,Chronic liver disease and cirrhosis,1990,0
Marin,Chronic liver disease and cirrhosis,1991,0
Marin,Chronic liver disease and cirrhosis,1992,0
Marin,Chronic liver disease and cirrhosis,1993,0
Marin,Chronic liver disease and cirrhosis,1994,0
Marin,Chronic liver disease and cirrhosis,1995,0
Marin,Chronic liver disease and cirrhosis,1996,0
Marin,Chronic liver disease and cirrhosis,1997,21
Marin,Chronic liver disease and cirrhosis,1998,0
Marin,Chronic liver disease and cirrhosis,1999,0
Marin,Chronic liver disease and cirrhosis,2000,0
Marin,Chronic liver disease and cirrhosis,2001,0
Marin,Chronic liver disease and cirrhosis,2002,0
Marin,Chronic liver disease and cirrhosis,2003,0
Marin,Chronic liver disease and cirrhosis,2004,0
Marin,Chronic liver disease and cirrhosis,2005,0
Marin,Chronic liver disease and cirrhosis,2006,0
Marin,Chronic liver disease and cirrhosis,2007,0
Marin,Chronic liver disease and cirrhosis,2008,0
Marin,Chronic liver disease and cirrhosis,2009,0
Marin,Chronic liver disease and cirrhosis,2010,0
Marin,Chronic liver disease and cirrhosis,2011,0
Marin,Chronic liver disease and cirrhosis,2012,0
Marin,Chronic liver disease and cirrhosis,2013,0
Marin,Chronic liver disease and cirrhosis,2014,23
Marin,Chronic liver disease and cirrhosis,2015,0
Marin,Chronic liver disease and cirrhosis,2016,0
Marin,Chronic liver disease and cirrhosis,2017,0
Marin,Chronic liver disease and cirrhosis,2018,0
Marin,Chronic liver disease and cirrhosis,2019,0
Marin,Chronic liver disease and cirrhosis,2020,0
Marin,Chronic liver disease and cirrhosis,2021,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",1989,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",1990,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",1991,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",1992,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",1993,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",1994,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",1995,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",1996,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",1997,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",1998,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",1999,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2000,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2001,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2002,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2003,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2004,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2005,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2006,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2007,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2008,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2009,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2010,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2011,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2012,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2013,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2014,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2015,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2016,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2017,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2018,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2019,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2020,0
Marin,"Nephritis, nephrotic syndrome and nephrosis",2021,0
Marin,Parkinson's disease,1989,0
Marin,Parkinson's disease,1990,0
Marin,Parkinson's disease,1991,0
Marin,Parkinson's disease,1992,0
Marin,Parkinson's disease,1993,0
Marin,Parkinson's disease,1994,0
Marin,Parkinson's disease,1995,0
Marin,Parkinson's disease,1996,0
Marin,Parkinson's disease,1997,0
Marin,Parkinson's disease,1998,0
Marin,Parkinson's disease,1999,0
Marin,Parkinson's disease,2000,0
Marin,Parkinson's disease,2001,0
Marin,Parkinson's disease,2002,0
Marin,Parkinson's disease,2003,0
Marin,Parkinson's disease,2004,0
Marin,Parkinson's disease,2005,0
Marin,Parkinson's disease,2006,0
Marin,Parkinson's disease,2007,0
Marin,Parkinson's disease,2008,0
Marin,Parkinson's disease,2009,0
Marin,Parkinson's disease,2010,0
Marin,Parkinson's disease,2011,0
Marin,Parkinson's disease,2012,0
Marin,Parkinson's disease,2013,0
Marin,Parkinson's disease,2014,0
Marin,Parkinson's disease,2015,23
Marin,Parkinson's disease,2016,0
Marin,Parkinson's disease,2017,0
Marin,Parkinson's disease,2018,26
Marin,Parkinson's disease,2019,23
Marin,Parkinson's disease,2020,19
Marin,Parkinson's disease,2021,0
Marin,Influenza and pneumonia,1989,81
Marin,Influenza and pneumonia,1990,102
Marin,Influenza and pneumonia,1991,100
Marin,Influenza and pneumonia,1992,105
Marin,Influenza and pneumonia,1993,99
Marin,Influenza and pneumonia,1994,94
Marin,Influenza and pneumonia,1995,85
Marin,Influenza and pneumonia,1996,116
Marin,Influenza and pneumonia,1997,161
Marin,Influenza and pneumonia,1998,137
Marin,Influenza and pneumonia,1999,40
Marin,Influenza and pneumonia,2000,61
Marin,Influenza and pneumonia,2001,64
Marin,Influenza and pneumonia,2002,71
Marin,Influenza and pneumonia,2003,39
Marin,Influenza and pneumonia,2004,28
Marin,Influenza and pneumonia,2005,52
Marin,Influenza and pneumonia,2006,23
Marin,Influenza and pneumonia,2007,19
Marin,Influenza and pneumonia,2008,35
Marin,Influenza and pneumonia,2009,28
Marin,Influenza and pneumonia,2010,0
Marin,Influenza and pneumonia,2011,19
Marin,Influenza and pneumonia,2012,0
Marin,Influenza and pneumonia,2013,26
Marin,Influenza and pneumonia,2014,19
Marin,Influenza and pneumonia,2015,0
Marin,Influenza and pneumonia,2016,23
Marin,Influenza and pneumonia,2017,19
Marin,Influenza and pneumonia,2018,28
Marin,Influenza and pneumonia,2019,0
Marin,Influenza and pneumonia,2020,0
Marin,Influenza and pneumonia,2021,0
Marin,Cerebrovascular diseases,1989,224
Marin,Cerebrovascular diseases,1990,211
Marin,Cerebrovascular diseases,1991,172
Marin,Cerebrovascular diseases,1992,169
Marin,Cerebrovascular diseases,1993,206
Marin,Cerebrovascular diseases,1994,243
Marin,Cerebrovascular diseases,1995,227
Marin,Cerebrovascular diseases,1996,201
Marin,Cerebrovascular diseases,1997,221
Marin,Cerebrovascular diseases,1998,241
Marin,Cerebrovascular diseases,1999,297
Marin,Cerebrovascular diseases,2000,238
Marin,Cerebrovascular diseases,2001,234
Marin,Cerebrovascular diseases,2002,230
Marin,Cerebrovascular diseases,2003,172
Marin,Cerebrovascular diseases,2004,157
Marin,Cerebrovascular diseases,2005,216
Marin,Cerebrovascular diseases,2006,198
Marin,Cerebrovascular diseases,2007,110
Marin,Cerebrovascular diseases,2008,163
Marin,Cerebrovascular diseases,2009,127
Marin,Cerebrovascular diseases,2010,100
Marin,Cerebrovascular diseases,2011,115
Marin,Cerebrovascular diseases,2012,80
Marin,Cerebrovascular diseases,2013,83
Marin,Cerebrovascular diseases,2014,106
Marin,Cerebrovascular diseases,2015,136
Marin,Cerebrovascular diseases,2016,86
Marin,Cerebrovascular diseases,2017,127
Marin,Cerebrovascular diseases,2018,83
Marin,Cerebrovascular diseases,2019,126
Marin,Cerebrovascular diseases,2020,97
Marin,Cerebrovascular diseases,2021,185
Marin,Intentional self-harm (suicide),1989,0
Marin,Intentional self-harm (suicide),1990,0
Marin,Intentional self-harm (suicide),1991,0
Marin,Intentional self-harm (suicide),1992,0
Marin,Intentional self-harm (suicide),1993,0
Marin,Intentional self-harm (suicide),1994,0
Marin,Intentional self-harm (suicide),1995,0
Marin,Intentional self-harm (suicide),1996,0
Marin,Intentional self-harm (suicide),1997,0
Marin,Intentional self-harm (suicide),1998,0
Marin,Intentional self-harm (suicide),1999,0
Marin,Intentional self-harm (suicide),2000,0
Marin,Intentional self-harm (suicide),2001,0
Marin,Intentional self-harm (suicide),2002,0
Marin,Intentional self-harm (suicide),2003,0
Marin,Intentional self-harm (suicide),2004,0
Marin,Intentional self-harm (suicide),2005,0
Marin,Intentional self-harm (suicide),2006,0
Marin,Intentional self-harm (suicide),2007,0
Marin,Intentional self-harm (suicide),2008,0
Marin,Intentional self-harm (suicide),2009,0
Marin,Intentional self-harm (suicide),2010,0
Marin,Intentional self-harm (suicide),2011,0
Marin,Intentional self-harm (suicide),2012,0
Marin,Intentional self-harm (suicide),2013,0
Marin,Intentional self-harm (suicide),2014,0
Marin,Intentional self-harm (suicide),2015,0
Marin,Intentional self-harm (suicide),2016,0
Marin,Intentional self-harm (suicide),2017,0
Marin,Intentional self-harm (suicide),2018,0
Marin,Intentional self-harm (suicide),2019,0
Marin,Intentional self-harm (suicide),2020,0
Marin,Intentional self-harm (suicide),2021,0
Napa,Alzheimer's disease,1989,0
Napa,Alzheimer's disease,1990,0
Napa,Alzheimer's disease,1991,0
Napa,Alzheimer's disease,1992,0
Napa,Alzheimer's disease,1993,0
Napa,Alzheimer's disease,1994,0
Napa,Alzheimer's disease,1995,0
Napa,Alzheimer's disease,1996,0
Napa,Alzheimer's disease,1997,0
Napa,Alzheimer's disease,1998,0
Napa,Alzheimer's disease,1999,25
Napa,Alzheimer's disease,2000,23
Napa,Alzheimer's disease,2001,36
Napa,Alzheimer's disease,2002,50
Napa,Alzheimer's disease,2003,53
Napa,Alzheimer's disease,2004,59
Napa,Alzheimer's disease,2005,38
Napa,Alzheimer's disease,2006,55
Napa,Alzheimer's disease,2007,50
Napa,Alzheimer's disease,2008,38
Napa,Alzheimer's disease,2009,30
Napa,Alzheimer's disease,2010,28
Napa,Alzheimer's disease,2011,33
Napa,Alzheimer's disease,2012,25
Napa,Alzheimer's disease,2013,35
Napa,Alzheimer's disease,2014,52
Napa,Alzheimer's disease,2015,41
Napa,Alzheimer's disease,2016,41
Napa,Alzheimer's disease,2017,52
Napa,Alzheimer's disease,2018,50
Napa,Alzheimer's disease,2019,67
Napa,Alzheimer's disease,2020,71
Napa,Alzheimer's disease,2021,66
Napa,Cancerous tumor,1989,250
Napa,Cancerous tumor,1990,252
Napa,Cancerous tumor,1991,253
Napa,Cancerous tumor,1992,253
Napa,Cancerous tumor,1993,252
Napa,Cancerous tumor,1994,280
Napa,Cancerous tumor,1995,270
Napa,Cancerous tumor,1996,295
Napa,Cancerous tumor,1997,276
Napa,Cancerous tumor,1998,260
Napa,Cancerous tumor,1999,266
Napa,Cancerous tumor,2000,287
Napa,Cancerous tumor,2001,316
Napa,Cancerous tumor,2002,277
Napa,Cancerous tumor,2003,324
Napa,Cancerous tumor,2004,330
Napa,Cancerous tumor,2005,279
Napa,Cancerous tumor,2006,283
Napa,Cancerous tumor,2007,276
Napa,Cancerous tumor,2008,252
Napa,Cancerous tumor,2009,320
Napa,Cancerous tumor,2010,268
Napa,Cancerous tumor,2011,274
Napa,Cancerous tumor,2012,256
Napa,Cancerous tumor,2013,302
Napa,Cancerous tumor,2014,288
Napa,Cancerous tumor,2015,292
Napa,Cancerous tumor,2016,292
Napa,Cancerous tumor,2017,276
Napa,Cancerous tumor,2018,251
Napa,Cancerous tumor,2019,271
Napa,Cancerous tumor,2020,271
Napa,Cancerous tumor,2021,267
Napa,Chronic lower respiratory diseases,1989,24
Napa,Chronic lower respiratory diseases,1990,44
Napa,Chronic lower respiratory diseases,1991,56
Napa,Chronic lower respiratory diseases,1992,43
Napa,Chronic lower respiratory diseases,1993,48
Napa,Chronic lower respiratory diseases,1994,53
Napa,Chronic lower respiratory diseases,1995,43
Napa,Chronic lower respiratory diseases,1996,34
Napa,Chronic lower respiratory diseases,1997,44
Napa,Chronic lower respiratory diseases,1998,51
Napa,Chronic lower respiratory diseases,1999,60
Napa,Chronic lower respiratory diseases,2000,60
Napa,Chronic lower respiratory diseases,2001,64
Napa,Chronic lower respiratory diseases,2002,45
Napa,Chronic lower respiratory diseases,2003,68
Napa,Chronic lower respiratory diseases,2004,46
Napa,Chronic lower respiratory diseases,2005,48
Napa,Chronic lower respiratory diseases,2006,68
Napa,Chronic lower respiratory diseases,2007,37
Napa,Chronic lower respiratory diseases,2008,50
Napa,Chronic lower respiratory diseases,2009,56
Napa,Chronic lower respiratory diseases,2010,30
Napa,Chronic lower respiratory diseases,2011,51
Napa,Chronic lower respiratory diseases,2012,31
Napa,Chronic lower respiratory diseases,2013,42
Napa,Chronic lower respiratory diseases,2014,33
Napa,Chronic lower respiratory diseases,2015,28
Napa,Chronic lower respiratory diseases,2016,26
Napa,Chronic lower respiratory diseases,2017,28
Napa,Chronic lower respiratory diseases,2018,36
Napa,Chronic lower respiratory diseases,2019,32
Napa,Chronic lower respiratory diseases,2020,36
Napa,Chronic lower respiratory diseases,2021,22
Napa,Diabetes,1989,0
Napa,Diabetes,1990,0
Napa,Diabetes,1991,0
Napa,Diabetes,1992,17
Napa,Diabetes,1993,0
Napa,Diabetes,1994,0
Napa,Diabetes,1995,0
Napa,Diabetes,1996,0
Napa,Diabetes,1997,12
Napa,Diabetes,1998,0
Napa,Diabetes,1999,18
Napa,Diabetes,2000,11
Napa,Diabetes,2001,17
Napa,Diabetes,2002,15
Napa,Diabetes,2003,18
Napa,Diabetes,2004,16
Napa,Diabetes,2005,11
Napa,Diabetes,2006,0
Napa,Diabetes,2007,17
Napa,Diabetes,2008,16
Napa,Diabetes,2009,13
Napa,Diabetes,2010,15
Napa,Diabetes,2011,12
Napa,Diabetes,2012,12
Napa,Diabetes,2013,0
Napa,Diabetes,2014,12
Napa,Diabetes,2015,16
Napa,Diabetes,2016,17
Napa,Diabetes,2017,22
Napa,Diabetes,2018,16
Napa,Diabetes,2019,16
Napa,Diabetes,2020,16
Napa,Diabetes,2021,11
Napa,Assault (homicide),1989,0
Napa,Assault (homicide),1990,0
Napa,Assault (homicide),1991,0
Napa,Assault (homicide),1992,0
Napa,Assault (homicide),1993,0
Napa,Assault (homicide),1994,0
Napa,Assault (homicide),1995,0
Napa,Assault (homicide),1996,0
Napa,Assault (homicide),1997,0
Napa,Assault (homicide),1998,0
Napa,Assault (homicide),1999,0
Napa,Assault (homicide),2000,0
Napa,Assault (homicide),2001,0
Napa,Assault (homicide),2002,0
Napa,Assault (homicide),2003,0
Napa,Assault (homicide),2004,0
Napa,Assault (homicide),2005,0
Napa,Assault (homicide),2006,0
Napa,Assault (homicide),2007,0
Napa,Assault (homicide),2008,0
Napa,Assault (homicide),2009,0
Napa,Assault (homicide),2010,0
Napa,Assault (homicide),2011,0
Napa,Assault (homicide),2012,0
Napa,Assault (homicide),2013,0
Napa,Assault (homicide),2014,0
Napa,Assault (homicide),2015,0
Napa,Assault (homicide),2016,0
Napa,Assault (homicide),2017,0
Napa,Assault (homicide),2018,0
Napa,Assault (homicide),2019,0
Napa,Assault (homicide),2020,0
Napa,Assault (homicide),2021,0
Napa,Diseases of heart,1989,293
Napa,Diseases of heart,1990,330
Napa,Diseases of heart,1991,353
Napa,Diseases of heart,1992,344
Napa,Diseases of heart,1993,321
Napa,Diseases of heart,1994,337
Napa,Diseases of heart,1995,312
Napa,Diseases of heart,1996,331
Napa,Diseases of heart,1997,360
Napa,Diseases of heart,1998,330
Napa,Diseases of heart,1999,284
Napa,Diseases of heart,2000,371
Napa,Diseases of heart,2001,330
Napa,Diseases of heart,2002,351
Napa,Diseases of heart,2003,332
Napa,Diseases of heart,2004,260
Napa,Diseases of heart,2005,280
Napa,Diseases of heart,2006,238
Napa,Diseases of heart,2007,298
Napa,Diseases of heart,2008,238
Napa,Diseases of heart,2009,275
Napa,Diseases of heart,2010,282
Napa,Diseases of heart,2011,271
Napa,Diseases of heart,2012,289
Napa,Diseases of heart,2013,291
Napa,Diseases of heart,2014,234
Napa,Diseases of heart,2015,286
Napa,Diseases of heart,2016,284
Napa,Diseases of heart,2017,273
Napa,Diseases of heart,2018,236
Napa,Diseases of heart,2019,303
Napa,Diseases of heart,2020,238
Napa,Diseases of heart,2021,282
Napa,Essential hypertension and hypertensive renal disease,1989,0
Napa,Essential hypertension and hypertensive renal disease,1990,0
Napa,Essential hypertension and hypertensive renal disease,1991,0
Napa,Essential hypertension and hypertensive renal disease,1992,0
Napa,Essential hypertension and hypertensive renal disease,1993,0
Napa,Essential hypertension and hypertensive renal disease,1994,0
Napa,Essential hypertension and hypertensive renal disease,1995,0
Napa,Essential hypertension and hypertensive renal disease,1996,0
Napa,Essential hypertension and hypertensive renal disease,1997,0
Napa,Essential hypertension and hypertensive renal disease,1998,0
Napa,Essential hypertension and hypertensive renal disease,1999,0
Napa,Essential hypertension and hypertensive renal disease,2000,0
Napa,Essential hypertension and hypertensive renal disease,2001,0
Napa,Essential hypertension and hypertensive renal disease,2002,0
Napa,Essential hypertension and hypertensive renal disease,2003,0
Napa,Essential hypertension and hypertensive renal disease,2004,0
Napa,Essential hypertension and hypertensive renal disease,2005,0
Napa,Essential hypertension and hypertensive renal disease,2006,0
Napa,Essential hypertension and hypertensive renal disease,2007,0
Napa,Essential hypertension and hypertensive renal disease,2008,0
Napa,Essential hypertension and hypertensive renal disease,2009,0
Napa,Essential hypertension and hypertensive renal disease,2010,0
Napa,Essential hypertension and hypertensive renal disease,2011,0
Napa,Essential hypertension and hypertensive renal disease,2012,0
Napa,Essential hypertension and hypertensive renal disease,2013,0
Napa,Essential hypertension and hypertensive renal disease,2014,0
Napa,Essential hypertension and hypertensive renal disease,2015,0
Napa,Essential hypertension and hypertensive renal disease,2016,0
Napa,Essential hypertension and hypertensive renal disease,2017,0
Napa,Essential hypertension and hypertensive renal disease,2018,0
Napa,Essential hypertension and hypertensive renal disease,2019,0
Napa,Essential hypertension and hypertensive renal disease,2020,0
Napa,Essential hypertension and hypertensive renal disease,2021,0
Napa,Accidents (unintentional injuries),1989,13
Napa,Accidents (unintentional injuries),1990,22
Napa,Accidents (unintentional injuries),1991,14
Napa,Accidents (unintentional injuries),1992,22
Napa,Accidents (unintentional injuries),1993,19
Napa,Accidents (unintentional injuries),1994,14
Napa,Accidents (unintentional injuries),1995,21
Napa,Accidents (unintentional injuries),1996,20
Napa,Accidents (unintentional injuries),1997,12
Napa,Accidents (unintentional injuries),1998,0
Napa,Accidents (unintentional injuries),1999,33
Napa,Accidents (unintentional injuries),2000,16
Napa,Accidents (unintentional injuries),2001,19
Napa,Accidents (unintentional injuries),2002,27
Napa,Accidents (unintentional injuries),2003,20
Napa,Accidents (unintentional injuries),2004,35
Napa,Accidents (unintentional injuries),2005,14
Napa,Accidents (unintentional injuries),2006,20
Napa,Accidents (unintentional injuries),2007,28
Napa,Accidents (unintentional injuries),2008,28
Napa,Accidents (unintentional injuries),2009,20
Napa,Accidents (unintentional injuries),2010,27
Napa,Accidents (unintentional injuries),2011,18
Napa,Accidents (unintentional injuries),2012,36
Napa,Accidents (unintentional injuries),2013,30
Napa,Accidents (unintentional injuries),2014,31
Napa,Accidents (unintentional injuries),2015,43
Napa,Accidents (unintentional injuries),2016,33
Napa,Accidents (unintentional injuries),2017,49
Napa,Accidents (unintentional injuries),2018,42
Napa,Accidents (unintentional injuries),2019,23
Napa,Accidents (unintentional injuries),2020,56
Napa,Accidents (unintentional injuries),2021,38
Napa,Chronic liver disease and cirrhosis,1989,0
Napa,Chronic liver disease and cirrhosis,1990,0
Napa,Chronic liver disease and cirrhosis,1991,11
Napa,Chronic liver disease and cirrhosis,1992,0
Napa,Chronic liver disease and cirrhosis,1993,0
Napa,Chronic liver disease and cirrhosis,1994,14
Napa,Chronic liver disease and cirrhosis,1995,11
Napa,Chronic liver disease and cirrhosis,1996,0
Napa,Chronic liver disease and cirrhosis,1997,0
Napa,Chronic liver disease and cirrhosis,1998,0
Napa,Chronic liver disease and cirrhosis,1999,0
Napa,Chronic liver disease and cirrhosis,2000,0
Napa,Chronic liver disease and cirrhosis,2001,0
Napa,Chronic liver disease and cirrhosis,2002,0
Napa,Chronic liver disease and cirrhosis,2003,0
Napa,Chronic liver disease and cirrhosis,2004,14
Napa,Chronic liver disease and cirrhosis,2005,0
Napa,Chronic liver disease and cirrhosis,2006,0
Napa,Chronic liver disease and cirrhosis,2007,0
Napa,Chronic liver disease and cirrhosis,2008,12
Napa,Chronic liver disease and cirrhosis,2009,0
Napa,Chronic liver disease and cirrhosis,2010,13
Napa,Chronic liver disease and cirrhosis,2011,0
Napa,Chronic liver disease and cirrhosis,2012,0
Napa,Chronic liver disease and cirrhosis,2013,11
Napa,Chronic liver disease and cirrhosis,2014,0
Napa,Chronic liver disease and cirrhosis,2015,0
Napa,Chronic liver disease and cirrhosis,2016,11
Napa,Chronic liver disease and cirrhosis,2017,13
Napa,Chronic liver disease and cirrhosis,2018,0
Napa,Chronic liver disease and cirrhosis,2019,0
Napa,Chronic liver disease and cirrhosis,2020,12
Napa,Chronic liver disease and cirrhosis,2021,19
Napa,"Nephritis, nephrotic syndrome and nephrosis",1989,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",1990,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",1991,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",1992,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",1993,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",1994,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",1995,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",1996,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",1997,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",1998,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",1999,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2000,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2001,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2002,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2003,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2004,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2005,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2006,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2007,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2008,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2009,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2010,11
Napa,"Nephritis, nephrotic syndrome and nephrosis",2011,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2012,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2013,0
Napa,"Nephritis, nephrotic syndrome and nephrosis",2014,0
