id,name,year,category,count
63f627bad8966ef293f0f11e,Leona Heights,2021,Cerebrovascular diseases,1
63f627bad8966ef293f0f11e,Leona Heights,2021,Intentional self-harm (suicide),0
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Alzheimer's disease,2
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Cancerous tumor,5
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Chronic lower respiratory diseases,0
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Diabetes,0
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Assault (homicide),0
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Diseases of heart,4
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Essential hypertension and hypertensive renal disease,0
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Accidents (unintentional injuries),2
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Chronic liver disease and cirrhosis,0
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Parkinson's disease,0
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Influenza and pneumonia,0
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Cerebrovascular diseases,1
63f627bbd8966ef293f0f11f,Lincoln Highlands,2021,Intentional self-harm (suicide),0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Alzheimer's disease,0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Cancerous tumor,0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Chronic lower respiratory diseases,0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Diabetes,0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Assault (homicide),0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Diseases of heart,0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Essential hypertension and hypertensive renal disease,0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Accidents (unintentional injuries),0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Chronic liver disease and cirrhosis,0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Parkinson's disease,0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Influenza and pneumonia,0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Cerebrovascular diseases,0
63f627fdd8966ef293f0f1cd,Livermore Valley,2021,Intentional self-harm (suicide),0
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Alzheimer's disease,0
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Cancerous tumor,1
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Chronic lower respiratory diseases,0
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Diabetes,0
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Assault (homicide),0
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Diseases of heart,1
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Essential hypertension and hypertensive renal disease,0
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Accidents (unintentional injuries),1
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Chronic liver disease and cirrhosis,0
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Parkinson's disease,0
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Influenza and pneumonia,0
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Cerebrovascular diseases,0
63f627bbd8966ef293f0f120,Lockwood - Tevis,2021,Intentional self-harm (suicide),0
63f627bbd8966ef293f0f121,Longfellow,2021,Alzheimer's disease,0
63f627bbd8966ef293f0f121,Longfellow,2021,Cancerous tumor,6
63f627bbd8966ef293f0f121,Longfellow,2021,Chronic lower respiratory diseases,0
63f627bbd8966ef293f0f121,Longfellow,2021,Diabetes,0
63f627bbd8966ef293f0f121,Longfellow,2021,Assault (homicide),0
63f627bbd8966ef293f0f121,Longfellow,2021,Diseases of heart,6
63f627bbd8966ef293f0f121,Longfellow,2021,Essential hypertension and hypertensive renal disease,0
63f627bbd8966ef293f0f121,Longfellow,2021,Accidents (unintentional injuries),3
63f627bbd8966ef293f0f121,Longfellow,2021,Chronic liver disease and cirrhosis,0
63f627bbd8966ef293f0f121,Longfellow,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bbd8966ef293f0f121,Longfellow,2021,Parkinson's disease,0
63f627bbd8966ef293f0f121,Longfellow,2021,Influenza and pneumonia,0
63f627bbd8966ef293f0f121,Longfellow,2021,Cerebrovascular diseases,2
63f627bbd8966ef293f0f121,Longfellow,2021,Intentional self-harm (suicide),0
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Alzheimer's disease,1
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Cancerous tumor,7
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Chronic lower respiratory diseases,1
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Diabetes,1
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Assault (homicide),0
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Diseases of heart,5
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Essential hypertension and hypertensive renal disease,1
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Accidents (unintentional injuries),2
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Chronic liver disease and cirrhosis,1
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,"Nephritis, nephrotic syndrome and nephrosis",1
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Parkinson's disease,0
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Influenza and pneumonia,0
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Cerebrovascular diseases,3
63f627a5d8966ef293f0f0de,Longwood - Winton Grove,2021,Intentional self-harm (suicide),0
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Alzheimer's disease,1
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Cancerous tumor,2
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Chronic lower respiratory diseases,0
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Diabetes,0
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Assault (homicide),0
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Diseases of heart,2
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Essential hypertension and hypertensive renal disease,0
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Accidents (unintentional injuries),1
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Chronic liver disease and cirrhosis,0
63f627afd8966ef293f0f0fd,Lower Dimond,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Parkinson's disease,0
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Influenza and pneumonia,0
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Cerebrovascular diseases,0
63f627afd8966ef293f0f0fd,Lower Dimond,2021,Intentional self-harm (suicide),0
63f627ead8966ef293f0f18e,Lower Solano,2021,Alzheimer's disease,0
63f627ead8966ef293f0f18e,Lower Solano,2021,Cancerous tumor,1
63f627ead8966ef293f0f18e,Lower Solano,2021,Chronic lower respiratory diseases,0
63f627ead8966ef293f0f18e,Lower Solano,2021,Diabetes,0
63f627ead8966ef293f0f18e,Lower Solano,2021,Assault (homicide),0
63f627ead8966ef293f0f18e,Lower Solano,2021,Diseases of heart,1
63f627ead8966ef293f0f18e,Lower Solano,2021,Essential hypertension and hypertensive renal disease,0
63f627ead8966ef293f0f18e,Lower Solano,2021,Accidents (unintentional injuries),0
63f627ead8966ef293f0f18e,Lower Solano,2021,Chronic liver disease and cirrhosis,0
63f627ead8966ef293f0f18e,Lower Solano,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627ead8966ef293f0f18e,Lower Solano,2021,Parkinson's disease,0
63f627ead8966ef293f0f18e,Lower Solano,2021,Influenza and pneumonia,0
63f627ead8966ef293f0f18e,Lower Solano,2021,Cerebrovascular diseases,1
63f627ead8966ef293f0f18e,Lower Solano,2021,Intentional self-harm (suicide),0
63f627bbd8966ef293f0f122,Lynn,2021,Alzheimer's disease,0
63f627bbd8966ef293f0f122,Lynn,2021,Cancerous tumor,1
63f627bbd8966ef293f0f122,Lynn,2021,Chronic lower respiratory diseases,0
63f627bbd8966ef293f0f122,Lynn,2021,Diabetes,0
63f627bbd8966ef293f0f122,Lynn,2021,Assault (homicide),0
63f627bbd8966ef293f0f122,Lynn,2021,Diseases of heart,1
63f627bbd8966ef293f0f122,Lynn,2021,Essential hypertension and hypertensive renal disease,0
63f627bbd8966ef293f0f122,Lynn,2021,Accidents (unintentional injuries),0
63f627bbd8966ef293f0f122,Lynn,2021,Chronic liver disease and cirrhosis,0
63f627bbd8966ef293f0f122,Lynn,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bbd8966ef293f0f122,Lynn,2021,Parkinson's disease,0
63f627bbd8966ef293f0f122,Lynn,2021,Influenza and pneumonia,0
63f627bbd8966ef293f0f122,Lynn,2021,Cerebrovascular diseases,0
63f627bbd8966ef293f0f122,Lynn,2021,Intentional self-harm (suicide),0
63f627d1d8966ef293f0f15c,Marina Faire,2021,Alzheimer's disease,1
63f627d1d8966ef293f0f15c,Marina Faire,2021,Cancerous tumor,6
63f627d1d8966ef293f0f15c,Marina Faire,2021,Chronic lower respiratory diseases,1
63f627d1d8966ef293f0f15c,Marina Faire,2021,Diabetes,0
63f627d1d8966ef293f0f15c,Marina Faire,2021,Assault (homicide),0
63f627d1d8966ef293f0f15c,Marina Faire,2021,Diseases of heart,8
63f627d1d8966ef293f0f15c,Marina Faire,2021,Essential hypertension and hypertensive renal disease,1
63f627d1d8966ef293f0f15c,Marina Faire,2021,Accidents (unintentional injuries),1
63f627d1d8966ef293f0f15c,Marina Faire,2021,Chronic liver disease and cirrhosis,0
63f627d1d8966ef293f0f15c,Marina Faire,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627d1d8966ef293f0f15c,Marina Faire,2021,Parkinson's disease,0
63f627d1d8966ef293f0f15c,Marina Faire,2021,Influenza and pneumonia,0
63f627d1d8966ef293f0f15c,Marina Faire,2021,Cerebrovascular diseases,1
63f627d1d8966ef293f0f15c,Marina Faire,2021,Intentional self-harm (suicide),0
63f627bcd8966ef293f0f123,Maxwell Park,2021,Alzheimer's disease,1
63f627bcd8966ef293f0f123,Maxwell Park,2021,Cancerous tumor,3
63f627bcd8966ef293f0f123,Maxwell Park,2021,Chronic lower respiratory diseases,0
63f627bcd8966ef293f0f123,Maxwell Park,2021,Diabetes,1
63f627bcd8966ef293f0f123,Maxwell Park,2021,Assault (homicide),0
63f627bcd8966ef293f0f123,Maxwell Park,2021,Diseases of heart,3
63f627bcd8966ef293f0f123,Maxwell Park,2021,Essential hypertension and hypertensive renal disease,0
63f627bcd8966ef293f0f123,Maxwell Park,2021,Accidents (unintentional injuries),1
63f627bcd8966ef293f0f123,Maxwell Park,2021,Chronic liver disease and cirrhosis,0
63f627bcd8966ef293f0f123,Maxwell Park,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bcd8966ef293f0f123,Maxwell Park,2021,Parkinson's disease,0
63f627bcd8966ef293f0f123,Maxwell Park,2021,Influenza and pneumonia,0
63f627bcd8966ef293f0f123,Maxwell Park,2021,Cerebrovascular diseases,1
63f627bcd8966ef293f0f123,Maxwell Park,2021,Intentional self-harm (suicide),0
63f627bcd8966ef293f0f124,McClymonds,2021,Alzheimer's disease,0
63f627bcd8966ef293f0f124,McClymonds,2021,Cancerous tumor,2
63f627bcd8966ef293f0f124,McClymonds,2021,Chronic lower respiratory diseases,0
63f627bcd8966ef293f0f124,McClymonds,2021,Diabetes,0
63f627bcd8966ef293f0f124,McClymonds,2021,Assault (homicide),0
63f627bcd8966ef293f0f124,McClymonds,2021,Diseases of heart,2
63f627bcd8966ef293f0f124,McClymonds,2021,Essential hypertension and hypertensive renal disease,0
63f627bcd8966ef293f0f124,McClymonds,2021,Accidents (unintentional injuries),2
63f627bcd8966ef293f0f124,McClymonds,2021,Chronic liver disease and cirrhosis,0
63f627bcd8966ef293f0f124,McClymonds,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bcd8966ef293f0f124,McClymonds,2021,Parkinson's disease,0
63f627bcd8966ef293f0f124,McClymonds,2021,Influenza and pneumonia,0
63f627bcd8966ef293f0f124,McClymonds,2021,Cerebrovascular diseases,1
63f627bcd8966ef293f0f124,McClymonds,2021,Intentional self-harm (suicide),0
63f627bcd8966ef293f0f125,Meadow Brook,2021,Alzheimer's disease,1
63f627bcd8966ef293f0f125,Meadow Brook,2021,Cancerous tumor,5
63f627bcd8966ef293f0f125,Meadow Brook,2021,Chronic lower respiratory diseases,0
63f627bcd8966ef293f0f125,Meadow Brook,2021,Diabetes,0
63f627bcd8966ef293f0f125,Meadow Brook,2021,Assault (homicide),1
63f627bcd8966ef293f0f125,Meadow Brook,2021,Diseases of heart,5
63f627bcd8966ef293f0f125,Meadow Brook,2021,Essential hypertension and hypertensive renal disease,0
63f627bcd8966ef293f0f125,Meadow Brook,2021,Accidents (unintentional injuries),3
63f627bcd8966ef293f0f125,Meadow Brook,2021,Chronic liver disease and cirrhosis,1
63f627bcd8966ef293f0f125,Meadow Brook,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bcd8966ef293f0f125,Meadow Brook,2021,Parkinson's disease,0
63f627bcd8966ef293f0f125,Meadow Brook,2021,Influenza and pneumonia,0
63f627bcd8966ef293f0f125,Meadow Brook,2021,Cerebrovascular diseases,2
63f627bcd8966ef293f0f125,Meadow Brook,2021,Intentional self-harm (suicide),0
63f627bcd8966ef293f0f126,Melrose,2021,Alzheimer's disease,1
63f627bcd8966ef293f0f126,Melrose,2021,Cancerous tumor,3
63f627bcd8966ef293f0f126,Melrose,2021,Chronic lower respiratory diseases,0
63f627bcd8966ef293f0f126,Melrose,2021,Diabetes,0
63f627bcd8966ef293f0f126,Melrose,2021,Assault (homicide),1
63f627bcd8966ef293f0f126,Melrose,2021,Diseases of heart,4
63f627bcd8966ef293f0f126,Melrose,2021,Essential hypertension and hypertensive renal disease,0
63f627bcd8966ef293f0f126,Melrose,2021,Accidents (unintentional injuries),2
63f627bcd8966ef293f0f126,Melrose,2021,Chronic liver disease and cirrhosis,1
63f627bcd8966ef293f0f126,Melrose,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bcd8966ef293f0f126,Melrose,2021,Parkinson's disease,0
63f627bcd8966ef293f0f126,Melrose,2021,Influenza and pneumonia,0
63f627bcd8966ef293f0f126,Melrose,2021,Cerebrovascular diseases,1
63f627bcd8966ef293f0f126,Melrose,2021,Intentional self-harm (suicide),0
63f627bdd8966ef293f0f128,Merriewood,2021,Alzheimer's disease,2
63f627bdd8966ef293f0f128,Merriewood,2021,Cancerous tumor,10
63f627bdd8966ef293f0f128,Merriewood,2021,Chronic lower respiratory diseases,0
63f627bdd8966ef293f0f128,Merriewood,2021,Diabetes,0
63f627bdd8966ef293f0f128,Merriewood,2021,Assault (homicide),0
63f627bdd8966ef293f0f128,Merriewood,2021,Diseases of heart,9
63f627bdd8966ef293f0f128,Merriewood,2021,Essential hypertension and hypertensive renal disease,0
63f627bdd8966ef293f0f128,Merriewood,2021,Accidents (unintentional injuries),2
63f627bdd8966ef293f0f128,Merriewood,2021,Chronic liver disease and cirrhosis,0
63f627bdd8966ef293f0f128,Merriewood,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bdd8966ef293f0f128,Merriewood,2021,Parkinson's disease,0
63f627bdd8966ef293f0f128,Merriewood,2021,Influenza and pneumonia,0
63f627bdd8966ef293f0f128,Merriewood,2021,Cerebrovascular diseases,4
63f627bdd8966ef293f0f128,Merriewood,2021,Intentional self-harm (suicide),0
63f627bdd8966ef293f0f127,Merritt,2021,Alzheimer's disease,0
63f627bdd8966ef293f0f127,Merritt,2021,Cancerous tumor,3
63f627bdd8966ef293f0f127,Merritt,2021,Chronic lower respiratory diseases,0
63f627bdd8966ef293f0f127,Merritt,2021,Diabetes,1
63f627bdd8966ef293f0f127,Merritt,2021,Assault (homicide),0
63f627bdd8966ef293f0f127,Merritt,2021,Diseases of heart,3
63f627bdd8966ef293f0f127,Merritt,2021,Essential hypertension and hypertensive renal disease,0
63f627bdd8966ef293f0f127,Merritt,2021,Accidents (unintentional injuries),1
63f627bdd8966ef293f0f127,Merritt,2021,Chronic liver disease and cirrhosis,0
63f627bdd8966ef293f0f127,Merritt,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bdd8966ef293f0f127,Merritt,2021,Parkinson's disease,0
63f627bdd8966ef293f0f127,Merritt,2021,Influenza and pneumonia,0
63f627bdd8966ef293f0f127,Merritt,2021,Cerebrovascular diseases,1
63f627bdd8966ef293f0f127,Merritt,2021,Intentional self-harm (suicide),0
63f627bdd8966ef293f0f129,Mills College,2021,Alzheimer's disease,0
63f627bdd8966ef293f0f129,Mills College,2021,Cancerous tumor,0
63f627bdd8966ef293f0f129,Mills College,2021,Chronic lower respiratory diseases,0
63f627bdd8966ef293f0f129,Mills College,2021,Diabetes,0
63f627bdd8966ef293f0f129,Mills College,2021,Assault (homicide),0
63f627bdd8966ef293f0f129,Mills College,2021,Diseases of heart,0
63f627bdd8966ef293f0f129,Mills College,2021,Essential hypertension and hypertensive renal disease,0
63f627bdd8966ef293f0f129,Mills College,2021,Accidents (unintentional injuries),0
63f627bdd8966ef293f0f129,Mills College,2021,Chronic liver disease and cirrhosis,0
63f627bdd8966ef293f0f129,Mills College,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bdd8966ef293f0f129,Mills College,2021,Parkinson's disease,0
63f627bdd8966ef293f0f129,Mills College,2021,Influenza and pneumonia,0
63f627bdd8966ef293f0f129,Mills College,2021,Cerebrovascular diseases,0
63f627bdd8966ef293f0f129,Mills College,2021,Intentional self-harm (suicide),0
63f627bed8966ef293f0f12a,Millsmont,2021,Alzheimer's disease,1
63f627bed8966ef293f0f12a,Millsmont,2021,Cancerous tumor,5
63f627bed8966ef293f0f12a,Millsmont,2021,Chronic lower respiratory diseases,0
63f627bed8966ef293f0f12a,Millsmont,2021,Diabetes,1
63f627bed8966ef293f0f12a,Millsmont,2021,Assault (homicide),1
63f627bed8966ef293f0f12a,Millsmont,2021,Diseases of heart,4
63f627bed8966ef293f0f12a,Millsmont,2021,Essential hypertension and hypertensive renal disease,0
63f627bed8966ef293f0f12a,Millsmont,2021,Accidents (unintentional injuries),1
63f627bed8966ef293f0f12a,Millsmont,2021,Chronic liver disease and cirrhosis,0
63f627bed8966ef293f0f12a,Millsmont,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bed8966ef293f0f12a,Millsmont,2021,Parkinson's disease,0
63f627bed8966ef293f0f12a,Millsmont,2021,Influenza and pneumonia,0
63f627bed8966ef293f0f12a,Millsmont,2021,Cerebrovascular diseases,2
63f627bed8966ef293f0f12a,Millsmont,2021,Intentional self-harm (suicide),0
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Alzheimer's disease,1
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Cancerous tumor,9
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Chronic lower respiratory diseases,1
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Diabetes,2
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Assault (homicide),0
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Diseases of heart,8
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Essential hypertension and hypertensive renal disease,1
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Accidents (unintentional injuries),2
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Chronic liver disease and cirrhosis,1
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,"Nephritis, nephrotic syndrome and nephrosis",1
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Parkinson's disease,0
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Influenza and pneumonia,0
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Cerebrovascular diseases,3
63f627a6d8966ef293f0f0df,Mission - Foothill,2021,Intentional self-harm (suicide),0
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Alzheimer's disease,5
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Cancerous tumor,20
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Chronic lower respiratory diseases,4
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Diabetes,5
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Assault (homicide),0
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Diseases of heart,20
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Essential hypertension and hypertensive renal disease,3
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Accidents (unintentional injuries),7
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Chronic liver disease and cirrhosis,2
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,"Nephritis, nephrotic syndrome and nephrosis",3
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Parkinson's disease,0
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Influenza and pneumonia,0
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Cerebrovascular diseases,8
63f627a6d8966ef293f0f0e0,Mission - Garin,2021,Intentional self-harm (suicide),0
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Alzheimer's disease,0
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Cancerous tumor,2
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Chronic lower respiratory diseases,0
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Diabetes,0
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Assault (homicide),0
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Diseases of heart,1
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Essential hypertension and hypertensive renal disease,0
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Accidents (unintentional injuries),0
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Chronic liver disease and cirrhosis,0
63f627a0d8966ef293f0f0ce,Mission Hills,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Parkinson's disease,0
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Influenza and pneumonia,0
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Cerebrovascular diseases,1
63f627a0d8966ef293f0f0ce,Mission Hills,2021,Intentional self-harm (suicide),0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Alzheimer's disease,0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Cancerous tumor,0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Chronic lower respiratory diseases,0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Diabetes,0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Assault (homicide),0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Diseases of heart,0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Essential hypertension and hypertensive renal disease,0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Accidents (unintentional injuries),0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Chronic liver disease and cirrhosis,0
63f627f2d8966ef293f0f1a6,Mission Park,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Parkinson's disease,0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Influenza and pneumonia,0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Cerebrovascular diseases,0
63f627f2d8966ef293f0f1a6,Mission Park,2021,Intentional self-harm (suicide),0
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Alzheimer's disease,1
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Cancerous tumor,4
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Chronic lower respiratory diseases,0
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Diabetes,0
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Assault (homicide),0
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Diseases of heart,3
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Essential hypertension and hypertensive renal disease,0
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Accidents (unintentional injuries),0
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Chronic liver disease and cirrhosis,0
63f62809d8966ef293f0f1ec,Mission San Jose,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Parkinson's disease,0
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Influenza and pneumonia,0
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Cerebrovascular diseases,2
63f62809d8966ef293f0f1ec,Mission San Jose,2021,Intentional self-harm (suicide),0
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Alzheimer's disease,1
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Cancerous tumor,3
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Chronic lower respiratory diseases,0
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Diabetes,0
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Assault (homicide),0
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Diseases of heart,2
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Essential hypertension and hypertensive renal disease,0
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Accidents (unintentional injuries),0
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Chronic liver disease and cirrhosis,0
63f627a0d8966ef293f0f0cf,Mission Valley,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Parkinson's disease,0
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Influenza and pneumonia,0
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Cerebrovascular diseases,1
63f627a0d8966ef293f0f0cf,Mission Valley,2021,Intentional self-harm (suicide),0
63f627bed8966ef293f0f12b,Montclair,2021,Alzheimer's disease,2
63f627bed8966ef293f0f12b,Montclair,2021,Cancerous tumor,9
63f627bed8966ef293f0f12b,Montclair,2021,Chronic lower respiratory diseases,0
63f627bed8966ef293f0f12b,Montclair,2021,Diabetes,0
63f627bed8966ef293f0f12b,Montclair,2021,Assault (homicide),0
63f627bed8966ef293f0f12b,Montclair,2021,Diseases of heart,8
63f627bed8966ef293f0f12b,Montclair,2021,Essential hypertension and hypertensive renal disease,0
63f627bed8966ef293f0f12b,Montclair,2021,Accidents (unintentional injuries),2
63f627bed8966ef293f0f12b,Montclair,2021,Chronic liver disease and cirrhosis,0
63f627bed8966ef293f0f12b,Montclair,2021,"Nephritis, nephrotic syndrome and nephrosis",0
63f627bed8966ef293f0f12b,Montclair,2021,Parkinson's disease,0
63f627bed8966ef293f0f12b,Montclair,2021,Influenza and pneumonia,0
63f627bed8966ef293f0f12b,Montclair,2021,Cerebrovascular diseases,4
63f627bed8966ef293f0f12b,Montclair,2021,Intentional self-harm (suicide),0
63f627bfd8966ef293f0f12c,Mosswood,2021,Alzheimer's disease,0
63f627bfd8966ef293f0f12c,Mosswood,2021,Cancerous tumor,3
63f627bfd8966ef293f0f12c,Mosswood,2021,Chronic lower respiratory diseases,0
